Name,Gender,Movies,Picture
Luis Buñuel,Male,10,/hHYL786XFPaQHebKrTibS5DS2Ul.jpg
Peter Weck,Male,1,/pbFlmz262NVKK1Huv8I8rq8KT7q.jpg
Manoel de Oliveira,Female,5,/yDDRrKfzFhyoMkujD46ask3XeFF.jpg
Hart Bochner,Male,1,/2gCrMv3yJlFQxloacxjTAcXGEAz.jpg
Douglas McGrath,Male,2,/A5O1d5Zo3RJ7p1yvT7fjMS4B7UH.jpg
Yim Ho,Female,2,/2NRKTeOU4g7fRpKVyKUnF8EdjQE.jpg
Julian Schnabel,Male,1,/uTAq7otu6P5ogsJqWAKCzcNTIn9.jpg
Rolf de Heer,Female,5,/rrOPgrvHpr0GB8xfk12NUZdiNZZ.jpg
Zheng Jun-Li,Male,1,/6PNr4sEXJF8oHfRrIbBrUBkQSfN.jpg
Lana Wachowski,Female,1,/fxZ7SpJCZ9DgJERWEpGmn5a4mdp.jpg
Lilly Wachowski,Female,1,/qofqjT1drfmB5VNstWqSSfEJOLD.jpg
Arthur Hiller,Male,14,/irrSj7cAn2ByM7hhu2emkMdFOai.jpg
Tsai Ming-liang,Male,6,/mesBkhd92gDqqaj5zFUqgHOczQZ.jpg
Daniel Schmid,Male,1,/fRkC2tAY2eMiqNoTJq84pVRrc1S.jpg
Jim McKay,Male,3,/hrrBk9T8Ds0UH9NKds1gkbJioTo.jpg
Karim Dridi,Male,1,/5iDJY4Srfc9aRNnYK1RdFO0Q6aW.jpg
David M. Evans,Male,1,/h4PUTxhvUuRVO9EMQznDt5F2vZO.jpg
David Koepp,Male,3,/3A7kfyMXaVjGcSbGdRD25msbHcj.jpg
Gary Winick,Male,2,/9gzk1OptV4rlvEgPFQo9pC0TUYV.jpg
Nick Hamm,Male,3,/7bJGwFFw1X9ek7mDxeQjjeKJ6uH.jpg
Joe Chappelle,Male,2,/c8FjB7yev0pGHSyFbxWc2N2ZIaJ.jpg
Max Ophüls,Female,2,/5U9Rr6uuNmKYsFtg8NLtr1HLGnN.jpg
André Téchiné,Male,4,/1briIztUPnyuSUwOWXaiFCpKOxV.jpg
Sam Wood,Male,2,/xtotCnG8pv42k0EudM1WZ7PQMsH.jpg
Vincente Minnelli,Male,10,/qUV0pO7Q1Vs9Jcvq0LWcqOERQ2H.jpg
Stanley Donen,Male,8,/8r91mtKkWdYri739IilAvTVzr1E.jpg
Billy Wilder,Female,12,/nWV9BDDCbRegP7etiPjl3vYnJEq.jpg
George Cukor,Female,5,/s6OKrb7REayEl3NHAQVJXvD9KrX.jpg
Mitchell Leisen,Male,2,/bxCNSNQe140zi82gozX5d0CkQnz.jpg
Joseph L. Mankiewicz,Male,6,/4nXrV7vGy3V6hgMVw7nTiVJhZpY.jpg
Alfred Hitchcock,Male,21,/nA6zRjaVk1JjYvRpuihXJ2pirWk.jpg
Leo McCarey,Male,4,/bb4gJHkhXREvLy9rjunSQ3onxMX.jpg
Michael Curtiz,Female,10,/3rQXKSKx1IV7Lg9LwPaJicQdAkC.jpg
William Keighley,Male,2,/dDrjL0J7qwZPZtNF8igisqL8OyV.jpg
Mark Sandrich,Male,2,/6kNpEE507nop2cfwxHm0Lk6GZHD.jpg
Ernst Lubitsch,Male,3,/fJeGenaTarQTLl21eDlnx4MIM9K.jpg
Howard Hawks,Female,9,/yekSHa7JRzGMg0M7X4HP530GeyV.jpg
Victor Sjöström,Male,2,/6ZnL4PoeoXXHznyZkWv8lHlBnZ0.jpg
Archie Mayo,Male,3,/qlMkKV4vwtawlBIY74c3sFXcNw.jpg
Henry Koster,Male,3,/tihVLXBhbDiif3u3DyZI5HJ8PZB.jpg
Lewis Milestone,Female,7,/qBEYKHYyjbMoaJBZtQgVe6fVa5v.jpg
Howard Hughes,Male,2,/v3c00dpgMKMN5Pigg0XWzVt2vWE.jpg
John Huston,Male,21,/1YV2m0943zGmgQaHHgtFuQhOEKl.jpg
Richard Brooks,Male,6,/2xTXd8iz1kKrH0sV4KFuEwZs62O.jpg
Frank Borzage,Male,2,/ywsES5vf5uH4GelIDmaJWJAhdOG.jpg
Amy Holden Jones,Female,2,/qnevPdc8w1ryklGNn4b4bGelOjL.jpg
Matthew Broderick,Male,1,/j9ETatVKFxYR5Ijk8l5tzKO4HPn.jpg
Stanley Tucci,Male,2,/omGlTJF2IW5r3L3c5y0qkCt3hFr.jpg
Campbell Scott,Male,1,/LpYIN2jh58sHaUFM2r3G4G0iE6.jpg
F. Gary Gray,Male,2,/hjMfkAyz5ECn0svAzrkG3YsEaEW.jpg
Norman Tokar,Male,8,/y2hkH0JWWy6iUbxefaxIZDK3yKb.jpg
Norman Foster,Male,1,/y38fh2EnK9aqPWkhExs8eEY1Kiz.jpg
Robert Stevenson,Male,12,/86MMwlxQ7AhJMn1JnDg8hjZbnSy.jpg
David Swift,Female,2,/yDBh4Fv4cwilXTPGhl8FaEmpK7Q.jpg
Clyde Geronimi,Male,6,/tirfI2HLxHZUpls0UpXuCoPrf63.jpg
Wilfred Jackson,Male,4,/iQgvspjL7upXGHSG6EbOuzBMg3Y.jpg
William Roberts,Male,3,/mkfgT5RdFbFOwJpigXWALq9hOvz.jpg
Jack Kinney,Male,2,/9KEkI1NTzsxU1jLEuBsF22F51cr.jpg
Norman Ferguson,Male,1,/o6ZqI5lXaQW3q05ri2WyMUZKYLg.jpg
Kevin Reynolds,Female,5,/4t5dwFGkAWrkMeIuoKA9ovoVLv4.jpg
Ted Berman,Male,2,/thbLoFhkUlPZSn3vt6Aoxki2aSM.jpg
Art Stevens,Female,2,/5SqkXwKbSFSUW9Ho8dxxAYIp2s4.jpg
Robert Wise,Male,9,/6EPkRgYsDMQOYmE9s1vZt2O470R.jpg
Michael Pressman,Male,4,/svlIYwFa9ATEQnM4QD3iz1G59vq.jpg
James Ivory,Male,9,/vj4PY2KciRCZWzT4eCdOoQfzoJs.jpg
Joseph Bologna,Male,1,/yhknyDtNpyDo2kbvkR1gP0Ud5B3.jpg
Al Pacino,Male,1,/ks7Ba8x9fJUlP9decBr6Dh5mThX.jpg
Steve Buscemi,Male,2,/e19GfOWzMNN1hi7B9Ci62hMvtXs.jpg
Leon Ichaso,Male,2,/wd80CkIJ9GKQpVQLvWpOw1Xwucw.jpg
Baz Luhrmann,Male,1,/nVDXwNxDpvqJ9R2Nfy6BAc2YQEA.jpg
Scott Silver,Male,1,/vRblvymfxaMd7Lsqs4ypVAfnJK.jpg
Anthony Asquith,Male,3,/v2zHc0Qg1V4Y5JIkmOFPEjbed0n.jpg
George Stevens,Male,3,/vKuUtXcGyuiwpznUMc1hwLMsKoq.jpg
Edward Dmytryk,Female,7,/s7E1zzpOeg7VBmLjA9MBgl2jizD.jpg
Josef von Sternberg,Male,4,/eWI4ulq0Vm7gmShjDBdb8BuMlUc.jpg
Nicholas Ray,Female,2,/zCtESNygm7exctVxvkBHRT5hbAC.jpg
Mel Stuart,Male,1,/q7A0NIKl0gVTIO8GsXwaGCc4D2r.jpg
Jack Clayton,Male,3,/6GDPYIXVLTLTyc5mFmfvyh19DI7.jpg
John Sturges,Male,7,/69nD2UYoNGFpDBYUKrEiutWKDgO.jpg
Quentin Tarantino,Male,1,/9ci4NBvHXJktxjALdJsrtasqgtV.jpg
Alan J. Pakula,Male,3,/vzvxrcoFirt0LJb0hG0ezP64mYr.jpg
Steven Spielberg,Male,9,/pOK15UNaw75Bzj7BQO1ulehbPPm.jpg
Tony Scott,Male,3,/hL7Tt1faZvA68G4bw9hC4X0Zp7d.jpg
Elia Kazan,Male,5,/tA1PtsKswBEL5bPLcKeToDIRm8K.jpg
Michael Kreihsl,Male,1,/tqXieuAVB1LCw37Ndem8uSMgVyE.jpg
Nils Gaup,Male,2,/A04LmjnxXHHIoNQctHlZaRzqwEv.jpg
Miloš Forman,Male,4,/nKnsrK9h02F1QlMetkyr9R45VGM.jpg
R. J. Cutler,Male,1,/h0iDBlVu1uhvhbsOGeWE4sPeMJK.jpg
Mark Rydell,Male,7,/j7JuFKjL3iKeXdYVJILd6MFlVJA.jpg
Blake Edwards,Male,8,/tQ13izDBcErAV2qSz9KGjQbV5p9.jpg
Jean-Luc Godard,Male,13,/40irqwjSgDaxts68tdV63m4Ls4n.jpg
Jan Švankmajer,Male,3,/gXKYMMXGZEwGeHLr2c0fI1bfKR1.jpg
Anthony Mann,Male,9,/9uc4d2GGoHBRLeAqsZJpwJX4S8x.jpg
Alfred L. Werker,Male,1,/4B0LohF5Fj01lBPgqLKc7P1oJSr.jpg
Vittorio De Sica,Male,5,/pbgQNb5bRKANI7gJ8etE5kp0bTj.jpg
Norman Z. McLeod,Male,3,/oaf6aGWSkNPNAXPQNPz9MlktnrR.jpg
Elliott Nugent,Male,2,/2VpK69oI5uOSnk4Ei4gv30K5Bkm.jpg
Volker Schlöndorff,Male,7,/5os3QPgtEJANkN9tNyBYcR86gHD.jpg
Garry Marshall,Male,5,/kx77E8p5rnEmKxIhFT0qWCEMEik.jpg
Barbara Kopple,Female,3,/cQ8XyOiDPZGFdUrzKbBLEMwBPXi.jpg
Phillip Rhee,Male,1,/44NwCkBgy7C5OInTwUf5YRWrEN1.jpg
Tim Robbins,Male,1,/7pirFsBQe93TSfzu404Hgcj1YWj.jpg
Giuseppe Tornatore,Female,3,/3cmRKkbmiOuuvAO76s3BTjCLqEb.jpg
Peter Greenaway,Male,7,/k5Lt7hw37sY6kCeb8EDMSZiKh16.jpg
Stanley Kubrick,Male,5,/ywoN9gI2lFOA5EAxxyRbQ1R4GQ6.jpg
Fred Olen Ray,Male,1,/vHcV6RYDAT1kh3RGRah8tiNrDyK.jpg
Gabriele Salvatores,Female,3,/qRBui7fB2dxaChy2cf1msFT52qJ.jpg
Jim Sheridan,Male,3,/mfukw1JcUsXmUzt6IoaayMaescv.jpg
Errol Morris,Male,6,/6ck4ws1yMg3oLlZmdONi8T35aSU.jpg
Alek Keshishian,Male,1,/wV8qWeyKEkGDiW6RoysQmEoqU8h.jpg
Bruce Robinson,Female,3,/mImqLKRBNPUZz8dIAzoIvkADDwS.jpg
Sidney Lumet,Male,15,/sOo8jatHC3heDbC2FAOteBXe3z2.jpg
Wim Wenders,Male,9,/7Y4mkVstQxhegwlOwAsGRfZfHXC.jpg
Sam Raimi,Male,3,/uEAaCUJzyMI8N5mOVyLtaOPKoEf.jpg
Luc Besson,Male,2,/dXJdczT1NcvcZtnoWVGT0NmG11v.jpg
Andrei Tarkovsky,Male,3,/j0toVLrgLNuyGnUxGPnSfnPiSf5.jpg
Hal Ashby,Male,6,/5VRhD4ZMsTyoAsMmxkNuTg41Sta.jpg
Hal Hartley,Male,8,/iDOwoscPZqn8VUEoxawerZRBXJd.jpg
Bill Forsyth,Male,3,/1Rj3G4XohiUGF9h8axgQecrS7tl.jpg
Tom Stoppard,Male,1,/q3lSJRPAqLHIRLgbMuF3GuCaoCC.jpg
Peter Weir,Male,8,/bQzmyhBOqCSrnSmCaRmi2T2b4Zf.jpg
David Lean,Male,5,/iUTtDo1gl0Phe342xxoPq2w643R.jpg
Rob Reiner,Male,5,/2zw9Iq9uo4vZiTQNQWdNFwbA1TA.jpg
Fritz Lang,Male,7,/fQAlhdBDnUYXzkezvyzjLB72pvw.jpg
John Frankenheimer,Male,9,/q1TaCOAFmC1KNLHDVZhJhkvTSrr.jpg
Jim Jarmusch,Female,6,/kCGt4RCjVyyhusGeKsZp97HAxfQ.jpg
Godfrey Reggio,Male,3,/j4Q3OIg2NFLj3ziZ9MfMg3DBnDm.jpg
Doug Pray,Male,2,/8LOpInHNj28pxCArfbtTSiIk6un.jpg
David Fincher,Male,1,/dcBHejOsKvzVZVozWJAPzYthb8X.jpg
Tony Randel,Male,2,/4YUKLri68yTJdfMdqu8Qhok9cht.jpg
Richard Fleischer,Female,12,/pChGBiYPxqPfozB7GlDFCIjCQxs.jpg
Damiano Damiani,Male,1,/dA7kOQGggq9wg9BFCWLJOKX6MSb.jpg
J. Lee Thompson,Female,12,/cVHgJwHOh4j7q1tn3vQEcopblrJ.jpg
Brian De Palma,Male,13,/zTbQGFu5udsrX2i7BgmTgB0aJ1E.jpg
Paul Schrader,Female,9,/hLdjFQOtgnvgKVL73dH6CWluicy.jpg
Mario Caiano,Male,1,/lkyECV2HvPXyFgvBcDUtAQtADjm.jpg
Luigi Cozzi,Male,2,/gGBQcEpcesOwKi2kA9lInvA3Vgw.jpg
Klaus Kinski,Male,1,/7gsJB7xlovz1khNID0B8yKA9TO0.jpg
Kevin Spacey,Male,2,/cdowETe1PgXLjo72hDb7R7tyavf.jpg
Barbra Streisand,Female,2,/dniQkFMeSApui14REFpqeZhlaKK.jpg
Lars von Trier,Male,6,/AlfUoJTJlns0XeJROH7Zqt9SvYr.jpg
Ole Bornedal,Male,2,/7PZZHKAycQhPBsewBFUgkKFOH6Z.jpg
Jonathan Frakes,Male,2,/51Z5EbZxtVPm6GiN0Wc9CLP4z3s.jpg
Scott Hicks,Male,2,/saA36yAQYyTs0kzmH5hBprEszJX.jpg
Brian Levant,Male,3,/6fM0CJSEqwC50wivfx8Z7sPcikb.jpg
Joe Berlinger,Male,3,/nm1QiopjjZLypVQUjJkJ3SkEGnB.jpg
Hans Petter Moland,Female,3,/xPUm6zfCrmDZb8fkby2zzF6sp8z.jpg
Nicholas Hytner,Male,3,/f0wcakkpI4KKNvQjVj8rOnwSYT1.jpg
Stephen Herek,Male,7,/wFMntUA59jIeLITlk5pYp2boZzB.jpg
Nicholas Meyer,Male,5,/942wEyuJVs1K0rGN2Q0ug2Yi7GE.jpg
William Shatner,Male,1,/4byp8PsbRkC3UQVuvMAh4bcj7E2.jpg
Leonard Nimoy,Male,6,/rTQulQ5WMehA3SSBnGTmayTsF0m.jpg
Randal Kleiser,Male,8,/dtSwBcwtYZL9ir9zfKZaTdwdiSm.jpg
Joseph H. Lewis,Female,3,/lMwmKsspovp268RzuoWXmhuQRI9.jpg
Peter Segal,Male,1,/sR43dLCaaPbfImGenqOwB8vcJ4e.jpg
Cameron Crowe,Male,3,/eWHjtfUybkQ5xXI5KUICuGmkvc3.jpg
Mike Judge,Male,1,/2ZNDYQTtOLQPQNad9trtXosYoVP.jpg
Michael Mann,Male,5,/nKmUpRpuQIsYubR7vIxVKhkbaTW.jpg
Terry George,Male,1,/bQDk9TM3y1pswHHKLoeb9bV88S9.jpg
Arthur Penn,Male,9,/imHQBWO3DZXfcJM1CcPHsL28PyK.jpg
Michael Rymer,Male,2,/w3iQNN1LAVsTbF4wyReOadjSojJ.jpg
Thomas Carter,Male,3,/j51pRbB8nCYrziSnjmB2PS9SIVh.jpg
Peter Baldwin,Male,1,/V4iWJV67sBOITz9p2pytH1Ttms.jpg
Bryan Spicer,Male,1,/yyqVSx1GZlUQbAPncdrgzcqSNVX.jpg
Christopher Guest,Male,2,/fhEQq0q2aR2sh4HU824xunoyAce.jpg
Carl Reiner,Male,6,/AtDqJQkl7dH2m19kPio3cosfbes.jpg
Mira Nair,Female,6,/dUcAW2278QXiSmjW1IGxA5hanaE.jpg
Tom Shadyac,Male,1,/8CtwYIVmCSDQ9F1SXFpifKW0N3v.jpg
Tsui Hark,Male,4,/spPu64ewZ4Gwo2UzBfKIjfAj9BT.jpg
George Armitage,Female,3,/rsVlCNOHKLUyo2xrA1jUlQmUUdx.jpg
David Mirkin,Male,2,/lgNWf0rPKqTnfkyE7G1D6lti5U3.jpg
Mick Jackson,Male,2,/eZKzRhgiX0fTNz6twzIOeaLMOJB.jpg
Kiefer Sutherland,Male,1,/4YvDfOfD4TgyzDkLGoq76g5BZNe.jpg
Ronny Yu,Female,4,/uOCTwD8l6WDvo1kMAEvnF5pBnAH.jpg
Kevin Bacon,Male,1,/bMVujB1SaHhXD5gQdO4Xf47WXD3.jpg
Agnès Varda,Female,5,/tNFk0ma0TdBq00XYhSiV3Pbec7R.jpg
Kevin Allen,Male,3,/be76iefw66VcgYUkWmHUCypM0PM.jpg
Griffin Dunne,Female,2,/4oCLupH3Uo2otzF77LrYE4s1iqw.jpg
Mark Herman,Female,4,/osC1Og8IZukau6QnPfXJN0EHsNC.jpg
Emilio Estevez,Male,2,/2NSM4zFrw3i16UYdUhfETVjqC4I.jpg
Clare Peploe,Female,2,/fKMr5Lo28D6rOsUeNVEEL5E5ucg.jpg
Simon West,Male,2,/dgg76ebEa1KMdclIL0UrYQTOK7H.jpg
Paul Weiland,Male,2,/eTTmELMGFXFybc3Gl65jk6G71gn.jpg
Ron Clements,Male,4,/lakkEixaHuVflUy5nkqeKI7LMT.jpg
John Musker,Male,4,/jQCExCN0TcjRkv2EbnbIDH7ycfR.jpg
Stephen T. Kay,Male,2,/wN9Vxi5dvDNSV70kV3P1LQvx5EM.jpg
Cédric Klapisch,Male,1,/bUujgUI3PZ9qK54uGzndVp4CNRc.jpg
Mohsen Makhmalbaf,Female,2,/pkPhuxSyPBmiVKcPZgrUXc9i41H.jpg
Tony Gatlif,Male,4,/9PauhLEgMP35rHnCaqw9Q18DVWR.jpg
Martha Coolidge,Female,6,/6XDmHbCLMtzvVU8h5ZauG8CkSIl.jpg
William Dear,Male,2,/mIkG9PRVXuBMKz5HKMfAkc8Tg2P.jpg
Mark A.Z. Dippé,Female,2,/aXHVL2NmsCnMgwnacF2YBkOJ73x.jpg
Charles Martin Smith,Male,1,/fahfWqqrdJwajrfEGmEOXQ1p9bm.jpg
Neil LaBute,Male,5,/snHfcueBlYFinCdUoVmK9CHdZX0.jpg
Bill Duke,Male,3,/46uPgJKKjAhPak4G7526ZFHiRvA.jpg
Brett Ratner,Male,4,/957qMp4h7kLlWehsDhznI39G7zr.jpg
Marco Brambilla,Male,1,/uFzVGRzub6RxyN5SjIPUZOnWVtW.jpg
George Tillman,Male,1,/np4Q1q68M8ejWmkUpChXTIVrQRO.jpg
Jocelyn Moorhouse,Female,1,/3TrT5NkGglobl3EPH5OdHlXLGzU.jpg
Félix Enríquez Alcalá,Male,1,/8kizMUI6N48uIjCwh2pQrOSXADJ.jpg
John Madden,Female,4,/8HPERxuUmp44PJcwbweQfICo149.jpg
Agnieszka Holland,Female,5,/pcs6shB8NcZTGRniXr5jKFao8KR.jpg
Morgan J. Freeman,Male,2,/sahczLXjQ9b9zPHfASuRRrINgHQ.jpg
Kasi Lemmons,Female,2,/dO8h85dpcoVFkKwa8MMOacRro4F.jpg
Robert Downey Sr.,Male,2,/6ITEZoNCgMweY7Sf6DxV4T5mkwG.jpg
Costa-Gavras,Female,4,/qYwJwz88aAf0Uraz79egHt5R1a1.jpg
Sally Potter,Female,2,/zSyRgr2Wc7Dbi4IDZCjkDouAaJI.jpg
Billy Hopkins,Male,1,/vTGamEl7a1D93TCh165v8IyZZMG.jpg
Robert Duvall,Male,2,/1aBC7NxPy10ofng6HsJBecJ1vMZ.jpg
Raja Gosnell,Male,3,/jbcOXhl4QGaYcvAK5WsbEARkkQZ.jpg
Atom Egoyan,Male,4,/3lARbiaNDZbN0LBpXHNuSM9U4ur.jpg
Roger Spottiswoode,Male,11,/hH8tIBh0RI7VwI4jQgphtB0qABR.jpg
Gaël Morel,Male,1,/zl4IaGnSDlgw2a9BYYvEe875sSt.jpg
Richard Friedenberg,Male,1,/bwRdv7cx2PvsynbKZ6YjYCn18bI.jpg
Alan Rickman,Male,1,/7tADZs4ILE93oJ5pAh6mKQFEq2m.jpg
Dean Semler,Male,1,/AnqGebF9LTL5mkertSBIegQvlB7.jpg
Alex Proyas,Male,2,/yJEEjalWtxqg8Oe2aH0fVJIk4ii.jpg
Mikael Salomon,Male,3,/cIhsLhWqQAy52M8leeH7uCOKQRD.jpg
Bruno Barreto,Male,3,/sFrrQ77hqzBWW40js1VevZyr3fE.jpg
Stephen Sommers,Male,4,/50bI0PixdzrD5Mdygl4wrpxHCiH.jpg
Alexander Sokurov,Female,2,/kVNeNYXdRzrUZsa9bQyefgzQBTE.jpg
Shinya Tsukamoto,Male,3,/bl8guH7tvIg4fOiNZFweBjb93Ik.jpg
Millicent Shelton,Female,1,/7wmDNvBNULGwbzCQT19QgNNIaIJ.jpg
Kari Skogland,Female,2,/pCbi6ABzu0KmXwGwIczgxYvjBNt.jpg
Peter O Fallon,Female,2,/rfnHMavZE8KdbZRJXemmM6tfcUr.jpg
M. Night Shyamalan,Male,1,/A3hXeclNlyklttHlUsFSdfHIwhy.jpg
Boaz Yakin,Male,1,/4NL3F6iwVlwdWvBKue5H8OpZrp2.jpg
James Toback,Male,4,/66lDL2MkJIkbb2Brl4WAFESZ1Gi.jpg
Jonathan Demme,Male,8,/17dEjoWccPf9NDm43XP44vhSTEd.jpg
Lesli Linka Glatter,Female,1,/8F13UPsRnXWTDcp8iA3ZXMtfJa3.jpg
Steve Boyum,Male,1,/aCHG7jyYErce8udS8qVEG8EEe2I.jpg
David Mamet,Male,5,/gyEERG5App4yST1ivDc8t9JrsjP.jpg
Jake Kasdan,Male,2,/1jmlwJ7Y0a7fp28bJLr73u12wbv.jpg
Gary Oldman,Male,1,/v4qJEX4TEgEt2Zghldbd71AFjbV.jpg
Anthony Hickox,Male,2,/tWAG2uZS9B9QTSzZJRTgWHFlbOs.jpg
David DeCoteau,Male,3,/nFOFizArK1Vwoo2v4HRKdKXJlrl.jpg
Doug Ellin,Male,1,/pdbM8MDLdJk0pFBlTRiMoW1Poro.jpg
Todd Holland,Female,1,/47QCGbek61AJwlNIwCQYZ1OEIy4.jpg
Abbas Kiarostami,Female,5,/bK2PXoGS1hcCzGd9OoIkTnJyEYX.jpg
Pål Sletaune,Female,1,/7sg7FfMy1xQ1O2WrGdBLCpBT2ef.jpg
Larry David,Male,1,/nU0K1Z7HEFEkuLMQb1qDlZhDhij.jpg
Kirk Wong,Male,1,/7fUe7Mi01oATqMYEh7fxcBOO224.jpg
Thom Fitzgerald,Male,3,/4jSyoabB9VsY4LekIItNJZsuCOa.jpg
Frederik Du Chau,Male,1,/8jeqY4IHHhl46PyFNo9xh7srLow.jpg
Terry Gilliam,Male,2,/cFno5isSPvfPEkSdVoEzOs0pJCh.jpg
Forest Whitaker,Male,2,/4pMQkelS5lK661m9Kz3oIxLYiyS.jpg
Erik Skjoldbjærg,Male,2,/39ItHz2wcUHjRFnFMNDwR75KR02.jpg
Caroline Link,Female,2,/c8AWqKAoJbQxdh1x5JNsu3K4HtI.jpg
Harry Elfont,Female,2,/mxRw17lYzGvUTNTUsNbSHv1hIUn.jpg
Des McAnuff,Male,1,/1qcbrutvM9P9HAVW5dFWjQRrhPR.jpg
Lisa Cholodenko,Female,2,/xoEjXL2gjZ4b32Kx0ZRwfUzCyi4.jpg
Manuel Pradal,Male,1,/bZukjvaK7VbZ1qgmVsEUzlOqdXC.jpg
Noah Baumbach,Male,1,/6PuCDnBLURBnLCuat7BfouH9Gus.jpg
Marc Evans,Male,3,/h7CkE0A3ZLI3InPJRx0J5uPF8Wj.jpg
Chris Eyre,Female,2,/4CYFLwcINhiSn8kUmIxqo6muLMC.jpg
Joe Dante,Male,4,/6tXq6DyArD72Nus1PBdxuksIgXo.jpg
Edward D. Wood Jr.,Male,4,/8ZoVOGxMYwamLR3Unlkrq3rpSQ2.jpg
Harry Beaumont,Male,1,/mmnsbUDWefbtxStex4Lge86R7kq.jpg
Edmund Goulding,Female,3,/sestYtYBKchdGhDq9Ho3BToLKvR.jpg
Frank Lloyd,Male,2,/h3QW1G6QlkC1cKtcIaFC2kRVkHy.jpg
William Dieterle,Female,5,/tZGQR1umCzJm3OM22zMJSFn8gCY.jpg
John Ford,Female,9,/pE9jDz7A7ZtHVnNDiuiSVBwnjL6.jpg
William Wyler,Male,9,/AvxH2K3FDzui3je0wQZBKN3IUTt.jpg
Laurence Olivier,Male,4,/n8jDSq91O95HSbtCJLRsM367kKx.jpg
Delbert Mann,Male,5,/og3XZHwLtTjoxD2hNdORK2vXT67.jpg
Carol Reed,Male,2,/ceyGZzQ7brCI3j9WuXD4vGIFS17.jpg
Alex Cox,Female,4,/kZOIYfbVcoOXBolWZwz5kXofOuZ.jpg
Jim Henson,Male,2,/2OWxHy8MPdaSiLN8Vt0siC0hdr4.jpg
Jack Sholder,Male,3,/uxQUyjBzlGaaMGp6VwHIjsm0hNv.jpg
Sean S. Cunningham,Male,2,/oX4ZDHQ1T8yyNzSd6FzqMsaF3QQ.jpg
John Carl Buechler,Male,1,/3JYXzXtEUTrUNPZch7bgdbPS1v1.jpg
Ron Oliver,Male,1,/bQMN2KtPJqtP6PklZ8241Bk3lGP.jpg
Tobe Hooper,Male,5,/rE5TqnAvgaKjWwWZ9AsoU9KcUGU.jpg
Gary Sherman,Female,3,/uBiHVY39sSgV2cBtOMpxmfuMLwN.jpg
Ronald Neame,Male,6,/6ET8GlWzxTkQu5sEH24I0UZ6IrG.jpg
Irwin Allen,Female,3,/asiQpPmMcbKt92AyNxSmEZD3HF9.jpg
Jack Donohue,Male,1,/ekzEQX60geCOFXmWqWk8yAvA58Z.jpg
David Hand,Male,1,/4VzUnNNHSwGT0qH99Zgd0nhmmIU.jpg
James Algar,Male,3,/3dSa9LsutXEjnsEuZfuIWznQkkC.jpg
Graham Heid,Female,1,/rdIvcgIiWFnMD5dqZVjjGcomqBM.jpg
Stephen Frears,Female,4,/8IewTBLTPujw1t1MwpXba8cCXOU.jpg
David Nutter,Female,1,/2ii4ZXKtwaxL0b4wlp0NnbcLZSy.jpg
Tommy O Haver,Male,1,/9mLTBNTLML7hOBzH9hDWKV0pGMh.jpg
Zhang Yuan,Female,1,/5LLaI7lwWsp582PzLpkbPFZ1Inp.jpg
Charles Jarrott,Male,4,/7A1eMGphk8p1bEs7VsRHjfjNuKu.jpg
David Michener,Male,1,/1Sgz4iH3f7KTPAgZw8fubJX8wJA.jpg
Fletcher Markle,Male,1,/bcKapFnyuTmNDtwPBfoZndk3hgt.jpg
David Zucker,Male,7,/rJzWA35n0dsn4xecDGW8x7EkmKB.jpg
Benoît Jacquot,Male,1,/gQ9Mxt0uYIcFs0g1byxYqI2FoZx.jpg
Ingmar Bergman,Male,12,/rHYYP3N2ivz6WTuTHsLX58Gab7G.jpg
Peter Masterson,Male,2,/wGha0amyeXy91LRnf7pedI9AOS2.jpg
Liliana Cavani,Female,2,/8m6Pa9463d3kdKfbKSHPAlr3daK.jpg
István Szabó,Female,4,/ptCbdLlA9BZOXaYgpf13jtycOHc.jpg
Jeremy Kagan,Male,2,/jny7KFWxvc9xYn0q6201OaLC4g4.jpg
Hendel Butoy,Female,2,/wevCYiF0D9MQx4PyAYAMtm5zjSl.jpg
John Lounsbery,Male,1,/5iwFX8llmSfEudddEXO8BGczdTs.jpg
Eric Larson,Male,1,/gVmjOBQ1Gf6xrL6xgPCyHgKa8f1.jpg
Walt Disney,Male,1,/mrcVG49U2PVm1LpPMmwBtn5ZzOh.jpg
Ralph Bakshi,Male,5,/lxFqcUY1bfYr2AXYiMhRxpmxBLt.jpg
Stephen King,Male,1,/z8cHPoqTslxRR7oWQ5wsh0fNLt2.jpg
Lewis Teague,Male,3,/8S7HOgNIpqqa7CpkV5uMR4hMSvx.jpg
Gary Goldman,Male,2,/3GPDphDxHIlT3D8GiMCKsf3X4Rj.jpg
Don Bluth,Male,3,/sek7iLDM6J8Poc2FueAkgCUytfn.jpg
John Hamburg,Male,2,/sOLaBjtlparS5GWGhI3a8Rx5Qzr.jpg
John Hughes,Male,2,/tEiFjaCIFQLRa7XXLxlAA2ty1CB.jpg
Jerry Lewis,Male,4,/6RmgMdUxRPm2dZnTyRD4r0c6z3M.jpg
Charles A. Nichols,Male,1,/mcUoZsjU5qvI1N7Y5Kw7UWwHN7y.jpg
Iwao Takamoto,Male,1,/73b4KnxjllObAutDQ7ybASM4rIV.jpg
Michael Chapman,Male,2,/uGg69IydM1NTgbjEHZVVyCDOW8s.jpg
